model_display,env_display,tau,polarity,valid_example_count,event_example_count,coverage,valid_pair_count,event_pair_count,pair_coverage,mean_delta,mean_abs_delta,mean_pre_rate,mean_post_rate,mean_post_location
Llama-8B,Gridworld,0.3,positive,5000,1461,0.2922,70669,1660,0.02348979043144802,0.40347633180107406,0.40347633180107406,0.2962727384875654,0.6997490702886395,0.5449483075590446
Llama-8B,Gridworld,0.4,positive,5000,619,0.1238,70669,636,0.008999702840000566,0.501060391136113,0.501060391136113,0.23322672236418868,0.7342871135003015,0.5371931531441798
Llama-8B,Gridworld,0.5,positive,5000,246,0.0492,70669,246,0.003481017136226634,0.5877859899811119,0.5877859899811119,0.17661903588732858,0.7644050258684406,0.5353172303943466
Llama-8B,Gridworld,0.6,positive,5000,77,0.0154,70669,77,0.0010895866645912636,0.6789334907516725,0.6789334907516725,0.1508881017971927,0.8298215925488652,0.6023042783546985
Llama-8B,Gridworld,0.7,positive,5000,27,0.0054,70669,27,0.00038206285641511836,0.7475907220351664,0.7475907220351664,0.1327796483352039,0.8803703703703702,0.6347883597883597
Llama-8B,Interview,0.1,positive,5000,2397,0.4794,62881,3362,0.05346607083220687,0.16910483119631156,0.16910483119631156,0.6227592243061091,0.7918640555024206,0.6364789433513844
Llama-8B,Interview,0.2,positive,5000,663,0.1326,62881,742,0.011800066792830903,0.28673959432809615,0.28673959432809615,0.49715169054480624,0.7838912848729026,0.7110164903142944
Llama-8B,Interview,0.3,positive,5000,220,0.044,62881,226,0.0035940904247705983,0.39859418455390233,0.39859418455390233,0.41179175938657875,0.8103859439404811,0.7363101316088042
Llama-8B,Interview,0.4,positive,5000,74,0.0148,62881,75,0.0011927291232645791,0.5133094977314112,0.5133094977314112,0.3243553835476939,0.8376648812791051,0.7810848595848596
Llama-8B,Interview,0.5,positive,5000,34,0.0068,62881,34,0.0005407038692132759,0.5916058647867227,0.5916058647867227,0.2606430206585439,0.8522488854452667,0.775487502693385
Llama-8B,Interview,0.6,positive,5000,10,0.002,62881,10,0.00015903054976861055,0.7122807182647,0.7122807182647,0.1950241456266301,0.9073048638913301,0.8189377289377289
Llama-8B,Interview,0.7,positive,5000,6,0.0012,62881,6,9.541832986116634e-05,0.7618802873297806,0.7618802873297806,0.15827565808932267,0.9201559454191033,0.8029914529914531
Qwen-7B,AdvisorAudit,0.1,positive,5000,3775,0.755,70981,12421,0.1749904904129274,0.21526874090377313,0.21526874090377313,0.39629697890458454,0.6115657198083577,0.5546127856430143
Qwen-7B,AdvisorAudit,0.2,positive,5000,2771,0.5542,70981,5136,0.07235739141460391,0.3130299104564567,0.3130299104564567,0.3711404906290934,0.68417040108555,0.5900617510963168
Qwen-7B,AdvisorAudit,0.3,positive,5000,1752,0.3504,70981,2226,0.03136050492385286,0.4048619726926039,0.4048619726926039,0.3440447982554437,0.7489067709480477,0.6298941286722721
Qwen-7B,AdvisorAudit,0.4,positive,5000,736,0.1472,70981,800,0.01127062171567039,0.508797714868507,0.508797714868507,0.2977761022211915,0.8065738170896987,0.6730693378312864
Qwen-7B,AdvisorAudit,0.5,positive,5000,298,0.0596,70981,305,0.004296924529099336,0.5992358807280826,0.5992358807280826,0.2572165161146426,0.8564523968427253,0.7054158321588408
